institution,instnm,city,institution_state,inst_level,fips
107438,Grand Canyon University - Mountain Vista Medical Center,Mesa,AZ,I,4
107439,Grand Canyon University -  Pima Salt River High School,Scottsdale,AZ,I,4
107440,Grand Canyon University - Yavapai Community College,Prescott,AZ,I,4
107441,Grand Canyon University - Tucson,Tucson,AZ,I,4
107442,Grand Canyon University - Chandler/Gilbert Community College,Chandler,AZ,I,4
107443,Grand Canyon University - Estrella Community College,Buckeye,AZ,I,4
107444,Grand Canyon University - Glendale Community College,Glendale,AZ,I,4
107445,Grand Canyon University - Scottsdale,Scottsdale,AZ,I,4
107446,Grand Canyon University -  Kyrene School District,Tempe,AZ,I,4
107500,Maricopa County Community College District Office,Tempe,AZ,I,4
107600,Glendale Community College,Glendale,AZ,I,4
107601,Glendale Community College - Estrella Mountain,Litchfield Park,AZ,I,4
107602,Glendale Community College - Estrella Mountian Community College Centr,Avondale,AZ,I,4
107603,Glendale Community College - North,Glendale,AZ,I,4
107604,Glendale Community College - ASU Partnership at the West Campus,Glendale,AZ,I,4
107605,Glendale Community College - Sherman Street,Phoenix,AZ,I,4
107606,Glendale Community College - Communiversity @Surprise,Surprise,AZ,I,4
107607,Glendale Comm College- Glendale Regional Public Safety Training Center,Glendale,AZ,I,4
107608,Glendale Community College - Arizona Law Enforcement Academy,Phoenix,AZ,I,4
107609,Glendale Comm College - Buckeye Fire Department/GCC Training Tower,Buckeye,AZ,I,4
107610,Glendale Community College - Discover Financial Services,Phoenix,AZ,I,4
107700,Mesa Community College,Mesa,AZ,I,4
107701,Mesa Community College - Mesa Boswell Satellite Campus,Sun City,AZ,I,4
107702,Mesa Community College - Chandler Gilbert Educational Center,Chandler,AZ,I,4
107703,Mesa Community College - Red Mountain Campus,Mesa,AZ,I,4
107704,Mesa Community College - Phoenix-Mesa-Gateway Center,Mesa,AZ,I,4
107705,Mesa Community College - Mesa Downtown Center,Mesa,AZ,I,4
107706,Mesa Community College - Country Club and Brown,Mesa,AZ,I,4
107707,Mesa Community College - ASU Research Park,Tempe,AZ,I,4
107708,Mesa Community College - Empire Training Institute,Mesa,AZ,I,4
107709,Mesa Community College -  Mesa Fire Department Training Facility,Mesa,AZ,I,4
107710,Mesa Community College - TRW,Mesa,AZ,I,4
107711,Mesa Community College - East Valley Institute of Technology,Mesa,AZ,I,4
107800,Phoenix College,Phoenix,AZ,I,4
107801,Phoenix College - Downtown,Phoenix,AZ,I,4
107802,Phoenix College - Center for Nursing Excellence,Phoenix,AZ,I,4
107803,Phoenix College - Center of Excellence for Healthcare Education,Phoenix,AZ,I,4
107900,Yavapai College,Prescott,AZ,I,4
107901,Yavapai College - Verde Valley Campus,Clarkdale,AZ,I,4
107902,Agribusiness & Science Technology Center,Chino Valley,AZ,I,4
107903,Yavapai College - Prescott Valley Business and Career Center,Prescott Valley,AZ,I,4
107904,Yavapai College - Sedona Center for Arts and Technology,Sedona,AZ,I,4
107905,Yavapai College - Career & Technical Education Center,Prescott,AZ,I,4
108000,University State College System Off,Tucson,AZ,I,4
108100,Arizona State University,Tempe,AZ,I,4
108101,Arizona State University - West Campus,Glendale,AZ,I,4
108102,Arizona State University - Polytechnic Campus,Mesa,AZ,I,4
108103,Arizona State University - Downtown Phoenix Campus,Phoenix,AZ,I,4
108104,Arizona State University - Basha Elementary School,Chandler,AZ,I,4
108105,Arizona State University - Chandler Instructional Resource Center,Chandler,AZ,I,4
108106,Arizona State University - Gilbert,Gilbert,AZ,I,4
108107,Arizona State University - Gilbert Elementary School,Gilbert,AZ,I,4
108108,Arizona State University - Jordan School,Chandler,AZ,I,4
108109,Arizona State University - Kyrene Aprende Middle School,Chandler,AZ,I,4
108110,Arizona State University - Pomeroy School,Chandler,AZ,I,4
108111,Arizona State University - Val Vista Lakes Elementary School,Gilbert,AZ,I,4
108112,Arizona State University - Peoria Unified District #11,Glendale,AZ,I,4
108113,Arizona State University - Adams Elementary School,Mesa,AZ,I,4
108114,Arizona State University - ASU Research Park,Tempe,AZ,I,4
108115,Arizona State University - Corona Del Sol High School,Tempe,AZ,I,4
108116,Arizona State University - Holdeman Elementary School,Tempe,AZ,I,4
108117,Arizona State University - Keller Elementary School,Mesa,AZ,I,4
108118,Arizona State University - Kyrene de la Mariposa,Tempe,AZ,I,4
108119,Arizona State University - Kyrene De Los Ninos School,Tempe,AZ,I,4
108120,Arizona State University - Kyrene Del Norte,Tempe,AZ,I,4
108121,Arizona State University - Mesa School Student Service Center,Mesa,AZ,I,4
108122,Arizona State University - Tempe Elementary District #3,Tempe,AZ,I,4
108123,Arizona State University - Tempe Learning Center,Tempe,AZ,I,4
108124,Arizona State University - Tempe Union High School,Tempe,AZ,I,4
108125,Arizona State University - Avondale Lattie Coor,Avondale,AZ,I,4
108126,Arizona State University - Dine College,Tsaile,AZ,I,4
108127,Arizona State University - Dysart High School District Office,El Mirage,AZ,I,4
108128,Arizona State University - Indian Oasis Intermediate School,Sells,AZ,I,4
108129,Arizona State University - Joe Carlson Elementary,Douglas,AZ,I,4
108130,Arizona State University - Mesa View Elementary School,Chinle,AZ,I,4
108131,Arizona State University - Tucson,Tucson,AZ,I,4
108132,Arizona State University - Verrado Middle School,Buckeye,AZ,I,4
108133,Arizona State University - Akimel Middle School,Phoenix,AZ,I,4
108134,Arizona State University - Augustus Shaw Elementary School,Phoenix,AZ,I,4
108135,Arizona State University - Balsz Elementary School District,Phoenix,AZ,I,4
108136,Arizona State University - Cox Communications,Phoenix,AZ,I,4
108137,Arizona State University - Deer Valley High School District,Phoenix,AZ,I,4
108138,Arizona State University - Gateway Elementary School,Phoenix,AZ,I,4
108139,Arizona State University - Barry Goldwater High School,Phoenix,AZ,I,4
108140,Arizona State University - Herrera School,Phoenix,AZ,I,4
108141,Arizona State University - Isaac Junior High School,Phoenix,AZ,I,4
108142,Arizona State University - Kyrene De Los Lagos Elementary,Phoenix,AZ,I,4
108143,Arizona State University - Longview School,Phoenix,AZ,I,4
108144,Arizona State University - William T. Machan School,Phoenix,AZ,I,4
108145,Arizona State University - Madison Elementary District #3,Phoenix,AZ,I,4
108146,Arizona State University - Madison Number 2 School,Phoenix,AZ,I,4
108147,Arizona State University - Mayo Clinic Hospital,Phoenix,AZ,I,4
108148,Arizona State University - Milenio School,Phoenix,AZ,I,4
108149,Arizona State University - Phoenix Preparatory Academy,Phoenix,AZ,I,4
108150,Arizona State University - Southwest Human Development,Phoenix,AZ,I,4
108151,Arizona State University - Sunnyslope Elementary,Phoenix,AZ,I,4
108152,Arizona State University - Hohokam School,Scottsdale,AZ,I,4
108153,Arizona State University - Mohave School,Scottsdale,AZ,I,4
108154,Arizona State University - Scottsdale Healthcare Shea,Scottsdale,AZ,I,4
108155,Arizona State University - Supai Middle School,Scottsdale,AZ,I,4
108156,Arizona State University - Whiteriver Elementary School,Whiteriver,AZ,I,4
108157,"Arizona State University - CCS Presentation Systems, Inc.",Scottsdale,AZ,I,4
108158,Arizona State University - Dayton Campus,Lake Havasu City,AZ,I,4
108159,Arizona State University - Skysong,Scottsdale,AZ,I,4
108160,Arizona State University - Thunderbird,Glendale,AZ,I,4
108161,Arizona State University - ASU Colleges at Lake Havasu City,Lake Havasu City,AZ,I,4
108162,Arizona State University - The Gila Valley,Thatcher,AZ,I,4
108163,Arizona State University - Yuma,Yuma,AZ,I,4
108164,Arizona State University - Navajo Education Building,Window Rock,AZ,I,4
108165,Arizona State University - Pinal,Coolidge,AZ,I,4
108166,Arizona State University - Cochise,Sierra Vista,AZ,I,4
108167,Arizona State University - Yavapai College Prescott Main Campus,Prescott,AZ,I,4
108168,Arizona State University - Yavapai College Prescott Valley Campus,Prescott Valley,AZ,I,4
108169,Arizona State University - Pima,Tucson,AZ,I,4
108170,Arizona State University - Red Mountain Campus (Mesa CC),Mesa,AZ,I,4
108171,Arizona State University - Pima Community College Northwest Campus,Tucson,AZ,I,4
108172,Arizona State University - Washington Center,Washington,DC,I,11
108200,Northern Arizona University,Flagstaff,AZ,I,4
108201,Northern Arizona University - Colorado River Region,Fort Mojave,AZ,I,4
108202,Northern Arizona University - Coconino/Yavapai Counties,Flagstaff,AZ,I,4
108203,Northern Arizona University - Navaho/Hopi Reservations,Hotevilla,AZ,I,4
108204,Northern Arizona University - White Mountains,Holbrook,AZ,I,4
108205,Northern Arizona University - Phoenix Campus,Phoenix,AZ,I,4
108206,Northern Arizona University - Pinal/East Maricopa Counties,Mesa,AZ,I,4
108207,Northern Arizona University - Gila/Graham/Greenlee Counties,Thatcher,AZ,I,4
108208,Northern Arizona University - Pima/Santa Cruz Counties,Thatcher,AZ,I,4
108209,Northern Arizona University - Cochise County,Douglas,AZ,I,4
108210,Northern Arizona University - Yuma County,Yuma,AZ,I,4
108211,"Northern Arizona University - Central Arizona, Chandler",Chandler,AZ,I,4
108212,Northern Arizona University - Central Arizona College,Coolidge,AZ,I,4
108213,Northern Arizona University - Eastern Arizona College,Thatcher,AZ,I,4
108214,Northern Arizona University - Mohave Community College,Kingman,AZ,I,4
108215,Northern Arizona University - Lake Havasu City,Lake Havasu City,AZ,I,4
108216,Northern Arizona University - Navajo / Hopi,Flagstaff,AZ,I,4
108217,Northern Arizona University - Northland Pioneer College,Show Low,AZ,I,4
108218,Northern Arizona University - Paradise Valley Community College,Phoenix,AZ,I,4
108219,Northern Arizona University - Estrella Mountain,Litchfield Park,AZ,I,4
108220,"Northern Arizona University - Southern Arizona, Douglas",Douglas,AZ,I,4
108221,Northern Arizona University -Pima Community College - Community Campus,Tucson,AZ,I,4
108222,Northern Arizona University - Yavapai College,Prescott,AZ,I,4
108223,Northern Arizona University - Yuma Campus,Yuma,AZ,I,4
108224,Northern Arizona University - Central Phoenix,Phoenix,AZ,I,4
108225,Northern Arizona University - East Valley,Mesa,AZ,I,4
108226,Northern Arizona University - Scottsdale Community College,Scottsdale,AZ,I,4
108227,Northern Arizona University - Apache Junction,Apache Junction,AZ,I,4
108228,Northern Arizona University - Estrella Mountain Community College,Avondale,AZ,I,4
108229,Northern Arizona University - Page,Page,AZ,I,4
108230,Northern Arizona University - Chinle,Chinle,AZ,I,4
108231,Northern Arizona University - Ganado,Ganado,AZ,I,4
108232,Northern Arizona University - Kayenta,Kayenta,AZ,I,4
108233,Northern Arizona University - Keams Canyon,Keams Canyon,AZ,I,4
108234,Northern Arizona University - Tuba City,Tuba City,AZ,I,4
108235,Northern Arizona University - Northlands Holbrook,Holbrook,AZ,I,4
108236,Northern Arizona University - Verde Valley,Clarkdale,AZ,I,4
108237,Northern Arizona University - Bullhead City,Bullhead City,AZ,I,4
108238,Northern Arizona University - Globe,Miami,AZ,I,4
108239,Northern Arizona University - Payson,Payson,AZ,I,4
108240,Northern Arizona University - Nogales,Nogales,AZ,I,4
108241,Northern Arizona University - Aravaipa/Winkelman,Winkelman,AZ,I,4
108242,Northern Arizona University - Whiteriver Campus,Whiteriver,AZ,I,4
108243,Northern Arizona University - Chandler-Gilbert Community College,Chandler,AZ,I,4
108244,Northern Arizona University - Yavapai,Prescott Valley,AZ,I,4
108245,Northern Arizona University - Fort Defiance,Fort Defiance,AZ,I,4
108246,Northern Arizona University - Gateway,Phoenix,AZ,I,4
108247,Northern Arizona University - Glendale Community College,Glendale,AZ,I,4
108248,Northern Arizona University - Mesa Community College,Mesa,AZ,I,4
108249,Northern Arizona University - North Valley,Phoenix,AZ,I,4
108250,Northern Arizona University - Phoenix College,Phoenix,AZ,I,4
108251,Northern Arizona University - South Mountain Community College,Phoenix,AZ,I,4
108252,Northern Arizona University - Tucson North,Tucson,AZ,I,4
108253,Northern Arizona University - Surprise,Surprise,AZ,I,4
108254,Northern Arizona University - Phoenix Biomedical,Phoenix,AZ,I,4
108255,Northern Arizona University - Verde Valley,Clarkdale,AZ,I,4
108256,Northern Arizona University - Marine Corp Air Station - Yuma,Yuma,AZ,I,4
108257,Northern Arizona University - Communiversity at Queen Creek,Queen Creek,AZ,I,4
108258,Northern Arizona University - Pima Community College - Downtown Campus,Tucson,AZ,I,4
108259,Northern Arizona University - Pima Community College - West Campus,Tucson,AZ,I,4
108260,Northern Arizona University - Navajo-Hopi,Fort Defiance,AZ,I,4
108300,University of Arizona (The),Tucson,AZ,I,4
108301,University of Arizona (The) - Arizona International Campus,Tucson,AZ,I,4
108302,University of Arizona (The) - South,Sierra Vista,AZ,I,4
108303,"University of Arizona (The) - Pima Community College, East",Tucson,AZ,I,4
108304,University of Arizona (The) - South,Vail,AZ,I,4
108305,University of Arizona (The) - Eller MBA,Scottsdale,AZ,I,4
108306,University of Arizona (The) - Biomedical Campus - Phoenix,Phoenix,AZ,I,4
108307,University of Arizona (The) - UA Science and Technology Park,Tucson,AZ,I,4
108308,University of Arizona (The) - UA Douglas,Douglas,AZ,I,4
108309,University of Arizona (The) - UA Santa Cruz,Nogales,AZ,I,4
108310,University of Arizona (The) - UA Pima Desert Vista,Tucson,AZ,I,4
108311,University of Arizona (The) - UA Pima Downtown,Tucson,AZ,I,4
108312,University of Arizona (The) - UA Pima West,Tucson,AZ,I,4
108313,University of Arizona (The) - UA Downtown,Tucson,AZ,I,4
108314,University of Arizona (The) - Chandler Downtown,Chandler,AZ,I,4
108315,University of Arizona (The) - Paradise Valley Community College - Phx,Phoenix,AZ,I,4
108316,University of Arizona (The) - Arizona Western College,Yuma,AZ,I,4
108317,University of Arizona (The) - Central Arizona College,Coolidge,AZ,I,4
108318,University of Arizona (The) - Mesa Community College,Mesa,AZ,I,4
108319,University of Arizona (The) - Flowing Wells,Tucson,AZ,I,4
108400,Yuma County Junior College,Yuma,AZ,I,4
108500,University of Arkansas at Monticello,Monticello,AR,I,5
108501,University of Arkansas at Monticello - College of Technology McGehee,McGehee,AR,I,5
108502,University of Arkansas at Monticello - College of Technology Crossett,Crossett,AR,I,5
108503,University of Arkansas at Monticello - Dermott Schl of Nursing & Hlth,Dermott,AR,I,5
108504,University of Arkansas at Monticello - SEACBEC/AHEOTA,Warren,AR,I,5
108505,University of Arkansas at Monticello-College of Tech Training Academy,Monticello,AR,I,5
108600,University of Arkansas at Pine Bluff,Pine Bluff,AR,I,5
108601,University of Arkansas at Pine Bluff-System Office,Little Rock,AR,I,5
108602,University of Arkansas at Pine Bluff  - North Little Rock Site,North Little Rock,AR,I,5
108700,Arkansas Baptist College,Little Rock,AR,I,5
108800,Lyon College,Batesville,AR,I,5
108900,Arkansas Tech University,Russellville,AR,I,5
108901,Arkansas Tech University - Westark College,Fort Smith,AR,I,5
108902,Arkansas Tech University - Westark  College,Fort Smith,AR,I,5
108903,Arkansas Tech University - Kingston College,Burnaby,,I,
108904,Arkansas Tech University - Ozarka College,Melbourne,AR,I,5
108905,Arkansas Tech University - North Arkansas College,Harrison,AR,I,5
108906,Arkansas Tech University - Ozark Campus,Ozark,AR,I,5
108907,Arkansas Tech University - Morton Hall,Russellville,AR,I,5
108908,Arkansas Tech University - Center for Leadership and Learning,Russellville,AR,I,5
108909,Arkansas Tech University - Chaffee Crossing,Fort Smith,AR,I,5
108910,Arkansas Tech University - Career Center,Russellville,AR,I,5
108911,Arkansas Tech University - Fort Smith EMS,Fort Smith,AR,I,5
109000,Arkansas State University,Jonesboro,AR,I,5
109001,Arkansas State University - Beebe,Beebe,AR,I,5
109002,Arkansas State University - Newport,Newport,AR,I,5
